id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license,rating,bedrooms,beds,baths
7.98E+17,Rental unit in Queens · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,3120671,Benham,Queens,Astoria,40.75918044,-73.91489374,Private room,65.00,30,9,02/09/23,0.9,2,241,9,No License,5,1,1,1
11604307,Rental unit in Brooklyn · ★4.97 · 1 bedroom · 1 bed · 1 shared bath,14933972,Javier,Brooklyn,Bedford-Stuyvesant,40.67885,-73.9352,Private room,125.00,30,90,08/10/23,0.95,1,123,1,No License,4.97,1,1,1
28015516,Rental unit in Brooklyn  · ★4.55 · 1 bedroom · 1 bed · 1 shared bath,131777975,Jewell,Brooklyn,Brownsville,40.66549,-73.91764,Private room,60.00,30,29,09/10/23,0.45,3,334,10,No License,4.55,1,1,1
5.90E+17,Home in Brooklyn · ★4.85 · 1 bedroom · 2 beds · 1 private bath,18057505,Michael,Brooklyn,East Flatbush,40.65896,-73.9277,Private room,126.00,30,59,30/10/23,2.89,6,299,23,No License,4.85,1,2,1
6.35E+17,Loft in Brooklyn · ★5.0 · 1 bedroom · 1 bed · 1 bath,84464154,Matthew,Brooklyn,Prospect Heights,40.678,-73.96385,Entire home/apt,250.00,30,6,01/01/23,0.33,1,364,0,No License,5,1,1,1
49924084,Rental unit in Brooklyn · ★4.73 · 1 bedroom · 1 bed · 1 shared bath,183288789,Ally,Brooklyn,Bushwick,40.69775,-73.93055,Private room,60.00,30,86,20/11/23,2.76,1,150,24,No License,4.73,1,1,1
27682112,Rental unit in New York · ★4.76 · 1 bedroom · 1 bed · 1 shared bath,22733486,Antti,Manhattan,Upper East Side,40.78077,-73.95357,Private room,393.00,30,25,04/09/23,0.51,2,90,14,No License,4.76,1,1,1
50999787,Rental unit in New York · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,58228630,Devin,Manhattan,Harlem,40.82203,-73.9573,Private room,98.00,30,3,08/09/22,0.12,1,365,0,No License,5,1,1,1
5150206,Rental unit in New York · ★4.92 · 1 bedroom · 1 bed · 1 private bath,9054750,Camiren,Manhattan,Harlem,40.82837,-73.94757,Private room,115.00,30,37,16/10/23,0.41,1,89,7,No License,4.92,1,1,1
50218280,Townhouse in Brooklyn · ★4.72 · 1 bedroom · 1 bed · 2 shared baths,253332603,Oleksandr,Brooklyn,Bedford-Stuyvesant,40.67752,-73.92228,Private room,55.00,30,76,20/09/23,2.48,2,365,17,No License,4.72,1,1,2
1.00E+18,Rental unit in New York · ★4.85 · 1 bedroom · 2 beds · 1 bath,266818709,Nathan,Manhattan,Upper East Side,40.77184648,-73.95974141,Entire home/apt,215.00,4,13,30/12/23,4.81,1,92,13,Exempt,4.85,1,2,1
7.78E+17,Rental unit in Brooklyn · 1 bedroom · 1 bed · 1 bath,10784441,Aaron,Brooklyn,Williamsburg,40.71472,-73.955,Entire home/apt,145.00,30,1,19/01/23,0.08,2,83,1,No License,No rating,1,1,1
45286592,Rental unit in The Bronx · ★4.76 · 1 bedroom · 1 shared bath,157589285,Elhadj,Bronx,Claremont Village,40.83805,-73.90871,Private room,62.00,3,78,26/12/23,1.96,1,279,34,OSE-STRREG-0000621,4.76,1,1,1
46713266,Rental unit in Brooklyn · 1 bedroom · 1 bed · 2 shared baths,377246343,Outpost Club,Brooklyn,Bedford-Stuyvesant,40.68997,-73.93709,Private room,57.00,30,2,11/07/23,0.11,3,364,1,No License,No rating,1,1,2
51305818,Rental unit in Brooklyn · ★5.0 · 1 bedroom · 1 shared bath,37821056,Nichole,Brooklyn,Flatbush,40.65421,-73.96083,Private room,39.00,30,3,31/12/23,0.15,8,4,2,No License,5,1,1,1
42245107,Condo in New York · ★4.75 · Studio · 1 bed · 1 bath,61391963,Stay With Vibe,Manhattan,Kips Bay,40.74471,-73.9809,Entire home/apt,89.00,30,12,11/11/23,0.29,133,349,5,No License,4.75,Studio,1,1
9.08E+17,Home in Brooklyn · 3 bedrooms · 3 beds · 1.5 shared baths,518471355,Urla,Brooklyn,East Flatbush,40.63561928,-73.94304512,Private room,60.00,30,1,13/09/23,0.26,2,365,1,No License,No rating,3,3,1.5
43032925,Rental unit in Brooklyn · ★4.75 · 1 bedroom · 3 beds · 1 shared bath,140138765,Abraham,Brooklyn,East Flatbush,40.65472,-73.92054,Private room,140.00,30,121,16/10/23,2.8,1,180,13,No License,4.75,1,3,1
17257339,Home in Staten Island · ★4.80 · 1 bedroom · 3 beds · 2 baths,115259709,Paul,Staten Island,St. George,40.6456,-74.08069,Entire home/apt,150.00,30,82,20/12/20,1.01,1,125,0,No License,4.8,1,3,2
33743082,Rental unit in Brooklyn · ★5.0 · 1 bedroom · 2 beds · 1 bath,619942,Anastasia,Brooklyn,Cypress Hills,40.68851,-73.87265,Entire home/apt,99.00,30,7,06/12/23,0.33,6,96,4,No License,5,1,2,1
4198695,Rental unit in Brooklyn · ★4.57 · 1 bedroom · 1 bed · 1 bath,21782731,Marley,Brooklyn,Midwood,40.62944,-73.95639,Private room,53.00,30,7,31/07/16,0.06,1,364,0,No License,4.57,1,1,1
6.67E+17,Rental unit in New York · ★4.82 · 2 bedrooms · 2 beds · 1 bath,344320464,Cindy,Manhattan,Washington Heights,40.84065,-73.94231,Entire home/apt,240.00,30,56,03/11/23,3.13,2,339,35,No License,4.82,2,2,1
35136523,Condo in Queens · ★4.64 · 1 bedroom · 1 bed · 1 shared bath,107915864,Mina,Queens,Howard Beach,40.66838,-73.85267,Shared room,62.00,30,69,05/09/23,1.23,3,365,2,No License,4.64,1,1,1
51669628,Home in Staten Island · ★4.89 · 3 bedrooms · 6 beds · 1.5 baths,192476124,Carlos,Staten Island,Clifton,40.62151,-74.08483,Entire home/apt,456.00,2,18,04/09/23,0.65,1,55,4,OSE-STRREG-0000205,4.89,3,6,1.5
7.30E+17,Rental unit in New York · 1 bedroom · 1 bed · 1 bath,107434423,Blueground,Manhattan,Kips Bay,40.737346,-73.9739242,Entire home/apt,198.00,31,1,14/04/23,0.11,713,365,1,No License,No rating,1,1,1
53817954,Bed and breakfast in Queens · ★4.83 · 1 bedroom · 1 bed · 1 private bath,351489331,Rosie,Queens,Woodhaven,40.69438,-73.85424,Private room,72.00,30,46,28/11/23,1.97,2,279,23,No License,4.83,1,1,1
40304242,Rental unit in Brooklyn · ★4.63 · Studio · 1 bed · 1 bath,241945355,Clement & Rose,Brooklyn,Flatlands,40.6312,-73.92639,Entire home/apt,140.00,30,41,05/09/23,0.82,2,180,13,No License,4.63,Studio,1,1
52882027,Rental unit in Brooklyn · ★3.50 · 1 bedroom · 1 bed · 2 shared baths,428141360,Anastasia,Brooklyn,Bushwick,40.68975,-73.90816,Private room,50.00,30,4,15/08/22,0.16,6,362,0,No License,3.5,1,1,2
26297631,Rental unit in Brooklyn · ★4.70 · 1 bedroom · 2 beds · 1 bath,1409262,Sarah,Brooklyn,Flatbush,40.64045,-73.9534,Entire home/apt,70.00,30,97,04/02/23,1.47,2,269,1,No License,4.7,1,2,1
22529259,Rental unit in Brooklyn · ★4.77 · 1 bedroom · 1 bed · 1 bath,1533576,Eva,Brooklyn,Bedford-Stuyvesant,40.69531,-73.95262,Entire home/apt,145.00,30,13,27/08/23,0.2,1,114,2,No License,4.77,1,1,1
30685870,Rental unit in Brooklyn · ★4.85 · 1 bedroom · 1 bed · 2 shared baths,12387523,Wendy,Brooklyn,Bedford-Stuyvesant,40.67974,-73.94275,Private room,69.00,30,96,01/11/23,1.79,2,365,29,No License,4.85,1,1,2
6.70E+17,Rental unit in The Bronx · ★5.0 · 1 bedroom · 1 bed · 2 shared baths,12246186,Eduardo,Bronx,Belmont,40.85377,-73.88362,Private room,200.00,30,5,30/08/22,0.29,4,89,0,No License,5,1,1,2
49177819,Rental unit in Brooklyn · ★4.98 · 1 bedroom · 2 beds · 1 bath,8565572,Tom,Brooklyn,Bedford-Stuyvesant,40.68455,-73.91776,Entire home/apt,166.00,30,100,07/11/23,3.02,1,180,33,No License,4.98,1,2,1
6.84E+17,Rental unit in Brooklyn · ★4.72 · 2 bedrooms · 3 beds · 1 bath,469102619,Aron,Brooklyn,Bushwick,40.68795,-73.91661,Entire home/apt,95.00,30,36,08/11/23,2.14,5,365,25,No License,4.72,2,3,1
54295697,Rental unit in Brooklyn · ★5.0 · 1 bedroom · 2 beds · 1 bath,88945872,Andria,Brooklyn,East Flatbush,40.64487,-73.95016,Entire home/apt,83.00,30,7,28/11/23,0.49,2,88,5,No License,5,1,2,1
8.44E+17,Rental unit in New York · ★4.83 · 6 bedrooms · 8 beds · 2 baths,481452777,Jude,Manhattan,Harlem,40.8174733,-73.9441909,Entire home/apt,676.00,1,6,09/12/23,0.92,12,350,6,Exempt,4.83,6,8,2
7.39E+17,Home in Brooklyn · ★5.0 · 1 bedroom · 1 bed · 1 bath,483763106,BKLYN Chic,Brooklyn,Midwood,40.61662,-73.94715,Entire home/apt,170.00,30,5,19/11/23,0.43,1,200,5,No License,5,1,1,1
17975664,Condo in Bronx · ★4.84 · 1 bedroom · 1 bed · 1 shared bath,123458466,Shiva,Bronx,Edenwald,40.88677,-73.83411,Private room,150.00,30,55,09/11/22,0.67,1,364,0,No License,4.84,1,1,1
50975806,Rental unit in Brooklyn · ★4.74 · 1 bedroom · 1 bed · 1 bath,369416627,Stā,Brooklyn,East Flatbush,40.63484,-73.94373,Entire home/apt,140.00,30,133,16/10/23,4.94,1,334,49,No License,4.74,1,1,1
6.03E+17,Rental unit in Brooklyn · ★4.53 · 2 bedrooms · 5 beds · 1 bath,453852068,Betty,Brooklyn,East Flatbush,40.64463,-73.92356,Entire home/apt,125.00,30,17,04/09/23,0.87,1,365,11,No License,4.53,2,5,1
7.57E+17,Rental unit in The Bronx · ★3.81 · 1 bedroom · 1 bed · 1 private bath,363403952,Mabel,Bronx,Baychester,40.87324,-73.84158,Private room,95.00,30,16,05/06/23,1.15,3,90,11,No License,3.81,1,1,1
7.01E+17,Rental unit in New York · 2 bedrooms · 2 beds · 1 bath,61391963,Stay With Vibe,Manhattan,Kips Bay,40.74161,-73.98006,Entire home/apt,109.00,30,2,30/06/23,0.21,133,313,2,No License,No rating,2,2,1
6.45E+17,Rental unit in Brooklyn · ★4.97 · 1 bedroom · 1 bed · 1 private bath,463235374,Christopher,Brooklyn,Bushwick,40.69513,-73.92564,Private room,80.00,30,72,12/09/23,3.76,1,270,32,No License,4.97,1,1,1
31231904,Home in Brooklyn · ★4.70 · 1 bedroom · 2 beds · 1.5 baths,203981093,Sunshine,Brooklyn,Bushwick,40.68566,-73.91521,Entire home/apt,100.00,30,37,01/12/22,0.62,1,180,0,No License,4.7,1,2,1.5
8.54E+17,Condo in Brooklyn · 2 bedrooms · 2 beds · 2 baths,450117288,Patrick,Brooklyn,East Flatbush,40.64133593,-73.94385342,Entire home/apt,159.00,180,1,10/06/23,0.14,1,240,1,No License,No rating,2,2,2
54042480,Guest suite in Bronx · ★4.91 · 1 bedroom · 2 beds · 1 private bath,30801515,Chana,Bronx,Mott Haven,40.812569,-73.917961,Private room,150.00,30,75,06/11/23,3.1,1,180,31,No License,4.91,1,2,1
50380976,Guest suite in Queens · ★4.89 · 3 bedrooms · 3 beds · 2 baths,6949678,Jasmin,Queens,Forest Hills,40.72192,-73.85611,Entire home/apt,289.00,1,107,15/12/23,5.48,1,51,69,OSE-STRREG-0000039,4.89,3,3,2
38866268,Townhouse in Brooklyn  · ★4.77 · 1 bedroom · 2 beds · 1 private bath,1746765,Nick,Brooklyn,Bedford-Stuyvesant,40.68216,-73.91092,Private room,159.00,30,84,07/11/23,1.63,1,180,21,No License,4.77,1,2,1
9156676,Townhouse in Brooklyn · ★4.12 · 2 bedrooms · 2 beds · 1 bath,43825074,Masud,Brooklyn,Cypress Hills,40.68577,-73.87893,Entire home/apt,105.00,30,97,30/09/23,0.97,7,364,2,No License,4.12,2,2,1
7.39E+17,Rental unit in Brooklyn · ★4.90 · 2 bedrooms · 2 beds · 1 bath,39477098,Elisha,Brooklyn,Flatbush,40.63538,-73.96554,Entire home/apt,130.00,30,31,01/10/23,2.33,1,195,27,No License,4.9,2,2,1
46102747,Rental unit in Brooklyn · ★5.0 · 2 bedrooms · 2 beds · 1 bath,3738167,Kiana,Brooklyn,Flatbush,40.64106,-73.95922,Entire home/apt,72.00,30,3,22/05/23,0.12,1,186,1,No License,5,2,2,1
8.34E+17,Home in Queens · 1 bedroom · 1 bed · 3 shared baths,627678,Nathan,Queens,Forest Hills,40.71410962,-73.84499015,Private room,91.00,30,1,16/06/23,0.15,1,365,1,No License,No rating,1,1,3
5.58E+17,Rental unit in Brooklyn · ★4.92 · 3 bedrooms · 5 beds · 2 baths,227161651,Chase,Brooklyn,East Flatbush,40.64774,-73.95072,Entire home/apt,400.00,30,72,06/12/23,3.64,2,365,31,No License,4.92,3,5,2
54129100,Rental unit in Bronx · ★4.39 · 1 bedroom · 3 beds · 1 bath,178435649,Shanna,Bronx,East Morrisania,40.83555,-73.88589,Entire home/apt,129.00,30,18,08/10/23,0.76,2,365,4,No License,4.39,1,3,1
28184001,Rental unit in Queens · ★4.68 · 1 bedroom · 1 bed · 1 shared bath,212160752,James,Queens,Astoria,40.76902,-73.92191,Private room,68.00,30,28,19/08/23,0.44,2,88,3,No License,4.68,1,1,1
39628066,Rental unit in The Bronx · ★4.50 · 1 bedroom · 3 beds · 1 bath,226557968,Alonzo,Bronx,North Riverdale,40.90884,-73.9013,Entire home/apt,100.00,30,66,12/09/23,1.29,1,365,13,No License,4.5,1,3,1
35646199,Rental unit in The Bronx · 1 bedroom · 2 beds · 1 bath,27379338,Edwin,Bronx,Fordham,40.85420317,-73.89673361,Entire home/apt,73.00,30,1,24/09/23,0.29,1,365,1,No License,No rating,1,2,1
40264373,Rental unit in Queens · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,302101015,Rob,Queens,Ridgewood,40.70652,-73.90102,Private room,71.00,30,25,07/11/23,0.53,4,180,3,No License,5,1,1,1
50012899,Rental unit in Queens · ★4.65 · 1 bedroom · 2 beds · 1 shared bath,401937392,Jessica,Queens,Corona,40.73689,-73.8632,Shared room,45.00,30,54,04/09/23,1.72,4,365,15,No License,4.65,1,2,1
5.73E+17,Home in Bronx · ★4.96 · 3 bedrooms · 3 beds · 2 baths,135425067,Patrick,Bronx,Wakefield,40.88552,-73.8526,Entire home/apt,250.00,30,46,19/06/23,2.08,1,67,2,No License,4.96,3,3,2
1396458,Rental unit in Brooklyn · ★4.71 · 3 bedrooms · 3 beds · 1 bath,1517723,Zoesarah (And) Anu,Brooklyn,Crown Heights,40.67697,-73.96323,Entire home/apt,179.00,30,43,17/12/23,0.34,1,358,3,No License,4.71,3,3,1
52555034,Condo in Queens · ★4.72 · 1 bedroom · 1 bed · 1 bath,74488815,Karen,Queens,Astoria,40.76832,-73.92503,Private room,95.00,30,85,25/11/23,3.19,13,365,32,No License,4.72,1,1,1
6.49E+17,Rental unit in Brooklyn · ★4.60 · 1 bedroom · 2 beds · 1 bath,261594932,Jerry,Brooklyn,Bedford-Stuyvesant,40.67759,-73.9132,Entire home/apt,125.00,2,58,25/12/23,3.1,1,250,35,OSE-STRREG-0000161,4.6,1,2,1
6.42E+17,Home in Brooklyn · 4 bedrooms · 4 beds · 2 baths,51438025,Jon,Brooklyn,Kensington,40.63719,-73.97412,Entire home/apt,149.00,30,1,01/01/23,0.08,1,192,0,No License,No rating,4,4,2
9116018,Rental unit in New York · ★4.95 · 1 bedroom · 1 bed · 1 shared bath,12690012,Sonskeshana,Manhattan,Harlem,40.82981,-73.94132,Private room,75.00,30,21,20/05/23,0.21,1,216,3,No License,4.95,1,1,1
24699891,Home in Queens · ★4.73 · 1 bedroom · 1 bed · 1 shared bath,45416627,Lolita,Queens,Astoria,40.76825,-73.92464,Private room,50.00,30,26,09/12/23,0.38,9,365,3,No License,4.73,1,1,1
6.25E+17,Rental unit in Brooklyn · ★3.67 · 1 bedroom · 2 beds · 1 shared bath,61950433,Amin,Brooklyn,East Flatbush,40.65836,-73.92352,Private room,75.00,30,15,20/10/22,0.75,1,365,0,No License,3.67,1,2,1
8.15E+17,Home in Brooklyn · ★4.94 · 1 bedroom · 2 beds · 1 shared bath,498559328,Mary,Brooklyn,East Flatbush,40.6502464,-73.9245696,Private room,65.00,30,18,25/11/23,1.71,2,365,18,No License,4.94,1,2,1
5862128,Rental unit in Queens · ★4.88 · 1 bedroom · 1 bed · 1 shared bath,30437624,Lisa,Queens,Astoria,40.76826,-73.9155,Private room,85.00,30,144,05/09/23,1.35,1,52,23,No License,4.88,1,1,1
8952816,Townhouse in Queens · ★4.67 · 1 bedroom · 1 bed · 1 shared bath,45416627,Lolita,Queens,Astoria,40.76795,-73.92312,Private room,40.00,30,223,01/09/23,2.24,9,340,12,No License,4.67,1,1,1
53591739,Condo in Queens · ★4.25 · 1 bedroom · 1 bed · 1 shared bath,74488815,Karen,Queens,Astoria,40.76851,-73.92338,Private room,60.00,30,4,27/05/23,0.16,13,310,2,No License,4.25,1,1,1
48300385,Rental unit in Brooklyn · 1 bedroom · 1 bed · 1 shared bath,26377263,Dr.Julien,Brooklyn,East Flatbush,40.66062,-73.93576,Private room,65.00,30,1,30/04/22,0.05,56,365,0,No License,No rating,1,1,1
16974,Loft in New York · ★4.85 · 4 bedrooms · 6 beds · 2 baths,65837,Robin,Manhattan,East Harlem,40.8019,-73.93762,Entire home/apt,250.00,30,291,05/09/23,1.71,1,299,22,No License,4.85,4,6,2
51444181,Rental unit in Brooklyn · ★4.64 · 1 bedroom · 1 bed · 1 shared bath,444889759,Ayana,Brooklyn,Cypress Hills,40.676884,-73.907265,Private room,33.00,30,135,24/10/23,4.61,5,365,51,No License,4.64,1,1,1
9.76E+17,Rental unit in The Bronx · ★4.38 · 1 bedroom · 1 bed · 2 shared baths,310888804,Alex And Kate,Bronx,Mott Haven,40.81146517,-73.9268604,Private room,54.00,1,13,21/12/23,4.02,4,150,13,Exempt,4.38,1,1,2
7.55E+17,Rental unit in Brooklyn · 1 bedroom · 1 bed · 1 bath,380332619,Casey,Brooklyn,Flatbush,40.65398,-73.96331,Entire home/apt,400.00,30,2,01/11/23,0.27,11,276,2,No License,No rating,1,1,1
39553672,Rental unit in Manhattan · ★4.86 · 2 bedrooms · 3 beds · 1 bath,23772724,The Local Stay,Manhattan,Upper East Side,40.78321,-73.94558,Entire home/apt,95.00,30,7,05/12/23,0.22,68,339,1,No License,4.86,2,3,1
118061,Rental unit in Brooklyn · ★4.81 · 2 bedrooms · 2 beds · 1 bath,2248897,Roberta,Brooklyn,Bedford-Stuyvesant,40.68462,-73.92895,Entire home/apt,130.00,30,90,29/11/22,0.61,1,340,0,No License,4.81,2,2,1
6.38E+17,Rental unit in Queens · 1 bedroom · 2 beds · 1 bath,898412,Maria,Queens,Long Island City,40.74422,-73.9494,Entire home/apt,90.00,30,1,02/09/22,0.06,1,248,0,No License,No rating,1,2,1
8.23E+17,Home in Queens · ★4.49 · 3 bedrooms · 4 beds · 1.5 baths,500249074,Caroline,Queens,Queens Village,40.70659814,-73.74810864,Entire home/apt,209.00,2,39,22/12/23,3.8,3,360,39,OSE-STRREG-0000410,4.49,3,4,1.5
7.83E+17,Rental unit in New York · ★4.67 · 1 bedroom · 1 bed · 1 shared bath,21934258,Sonia,Manhattan,Harlem,40.81939,-73.95423,Private room,150.00,30,3,29/05/23,0.24,2,179,2,No License,4.67,1,1,1
6.33E+17,Rental unit in Queens · ★4.77 · 1 bedroom · 1 bed · 1 shared bath,140276044,Mia,Queens,Jamaica,40.68391,-73.77241,Private room,55.00,30,13,10/10/22,0.68,4,364,0,No License,4.77,1,1,1
5806273,Rental unit in New York · ★4.55 · 1 bedroom · 2 beds · 1 shared bath,23719409,Carlina,Manhattan,Harlem,40.8261,-73.95131,Private room,80.00,30,190,28/02/20,1.79,1,332,0,No License,4.55,1,2,1
40301903,Rental unit in New York · ★5.0 · Studio · 2 beds · 1 bath,23772724,The Local Stay,Manhattan,Upper East Side,40.77477,-73.95365,Entire home/apt,87.00,30,6,04/11/23,0.16,68,246,4,No License,5,Studio,2,1
14152775,Home in Queens · ★5.0 · 1 bedroom · 2 beds · 1 bath,18865030,David,Queens,Long Island City,40.74263706,-73.95559072,Entire home/apt,103.00,30,32,08/11/23,0.36,2,162,6,No License,5,1,2,1
31707882,Townhouse in Brooklyn · ★4.92 · 2 bedrooms · 3 beds · 1 bath,237817180,Sandra,Brooklyn,Park Slope,40.67525,-73.98253,Entire home/apt,227.00,30,63,25/11/23,1.06,1,153,13,No License,4.92,2,3,1
13186741,Rental unit in New York · ★4.69 · 1 bedroom · 1 bed · 1 shared bath,11345677,Michelle,Manhattan,West Village,40.73835,-74.00031,Private room,39.00,32,32,17/07/22,0.36,1,180,0,No License,4.69,1,1,1
5406041,Rental unit in New York · ★4.88 · 1 bedroom · 1 bed · 1 private bath,27974744,Cara,Manhattan,East Village,40.7265154,-73.9777228,Private room,101.00,2,295,21/12/23,3.11,1,43,39,OSE-STRREG-0000488,4.88,1,1,1
48282693,Rental unit in New York · ★4.75 · Studio · 1 bed · 1 bath,51501835,Jeniffer,Manhattan,Chinatown,40.71797,-73.99412,Entire home/apt,100.00,30,4,12/04/23,0.13,139,338,1,No License,4.75,Studio,1,1
45490809,Rental unit in New York · 4 bedrooms · 1 bed · 0 shared baths,305240193,June,Manhattan,Harlem,40.82216,-73.9545,Private room,79.00,30,1,14/08/21,0.03,348,297,0,No License,No rating,4,1,0
44434505,Townhouse in Queens · 1 bedroom · 1 bed · 1 shared bath,19303369,Hiroki,Queens,Sunnyside,40.73823,-73.92556,Private room,40.00,30,1,21/11/21,0.04,267,26,0,No License,No rating,1,1,1
767286,Rental unit in New York · ★4.41 · 1 bedroom · 1 bed · 1 shared bath,4040811,Paris,Manhattan,Upper West Side,40.79497174,-73.97383419,Private room,110.00,30,91,05/09/23,0.68,2,365,5,No License,4.41,1,1,1
5.66E+17,Rental unit in New York · ★4.75 · Studio · 1 bed · 1 bath,11855185,Oksana,Manhattan,Midtown,40.75897,-73.96568,Entire home/apt,270.00,30,54,12/11/23,3.35,2,0,31,No License,4.75,Studio,1,1
54263674,Rental unit in New York · ★4.50 · Studio · 1 bed · 1 bath,438952657,Gisele,Manhattan,Upper East Side,40.76201,-73.9619,Entire home/apt,100.00,30,6,18/12/23,0.28,35,146,3,No License,4.5,Studio,1,1
9.72E+17,Rental unit in New York · ★5.0 · 1 bedroom · 1 bed · 2 baths,50151472,Erica,Manhattan,Upper East Side,40.77993,-73.94578,Private room,120.00,30,5,18/10/23,1.29,1,81,5,No License,5,1,1,2
18124558,Rental unit in New York · ★4.79 · 1 bedroom · 1 bed · 1 shared bath,3084731,Cristine,Manhattan,East Harlem,40.78765,-73.94439,Private room,141.00,30,81,29/10/23,1,1,180,14,No License,4.79,1,1,1
36114337,Guest suite in Brooklyn · ★4.91 · 1 bedroom · 2 beds · 1 shared bath,33949788,Sekiya,Brooklyn,Bedford-Stuyvesant,40.68146,-73.92432,Shared room,100.00,30,82,22/09/23,1.59,1,363,11,No License,4.91,1,2,1
6.95E+17,Rental unit in Brooklyn · ★4.62 · 1 bedroom · 2 beds · 1 shared bath,475322393,Manuela,Brooklyn,Bushwick,40.6983025,-73.92025873,Private room,130.00,30,21,27/08/23,1.29,2,270,11,No License,4.62,1,2,1
49022805,Boutique hotel in Queens · ★4.26 · 1 bedroom · 2 beds · 1 private bath,263720409,Nesva Hotel,Queens,Long Island City,40.75422,-73.93532,Private room,150.00,1,57,09/12/23,1.72,13,281,15,Exempt,4.26,1,2,1
3206224,Rental unit in Brooklyn · ★4.46 · 1 bedroom · 3 beds · 2 baths,16245414,Cheneatha,Brooklyn,Bushwick,40.69415,-73.92415,Private room,150.00,30,275,12/09/23,2.36,2,89,13,No License,4.46,1,3,2
18386307,Rental unit in New York · ★4.67 · Studio · 2 beds · 1 bath,7245581,Michael,Manhattan,Chelsea,40.74957,-73.99637,Entire home/apt,95.00,90,15,25/08/23,0.19,16,364,2,No License,4.67,Studio,2,1
20124372,Townhouse in Bronx · ★4.73 · 1 bedroom · 1 bed · 1 shared bath,143052745,Ociel,Bronx,Mott Haven,40.80991,-73.91957,Private room,65.00,30,230,25/09/23,2.95,4,217,23,No License,4.73,1,1,1
30307336,Rental unit in Queens · ★4.89 · 1 bedroom · 1 bed · 1 shared bath,137358866,Kaz,Queens,Woodside,40.74516,-73.90594,Private room,24.00,30,9,17/12/23,0.27,93,344,4,No License,4.89,1,1,1
23002904,Rental unit in New York · ★4.90 · 3 bedrooms · 4 beds · 3 baths,61849126,Laura,Manhattan,Upper East Side,40.77584,-73.95205,Entire home/apt,995.00,30,30,21/10/23,0.42,1,173,7,No License,4.9,3,4,3
7.08E+17,Rental unit in Queens · ★4.64 · 1 bedroom · 1 bed · 1 bath,29472753,Alexa,Queens,Arverne,40.59709,-73.79926,Private room,126.00,30,104,18/11/23,6.54,1,362,74,No License,4.64,1,1,1
7.06E+17,Rental unit in New York · ★4.82 · Studio · 1 bed · 1 bath,106282931,Valerie,Manhattan,Upper East Side,40.77698,-73.94838,Entire home/apt,250.00,30,28,01/12/23,1.78,2,52,21,No License,4.82,Studio,1,1
12495831,Rental unit in New York · ★4.86 · Studio · 1 bed · 1 bath,22527211,Nathan,Manhattan,Midtown,40.75769,-73.96592,Entire home/apt,148.00,30,80,21/10/23,0.86,1,208,7,No License,4.86,Studio,1,1
43928714,Rental unit in New York · ★4.80 · Studio · 1 bed · 1 bath,23772724,The Local Stay,Manhattan,Upper East Side,40.78304,-73.94578,Entire home/apt,82.00,30,5,04/11/22,0.16,68,365,0,No License,4.8,Studio,1,1
1881846,Rental unit in New York · ★4.69 · 1 bedroom · 3 beds · 1 shared bath,586409,Ahmed,Manhattan,Midtown,40.75527,-73.96553,Private room,238.00,30,172,07/10/23,1.4,1,364,4,No License,4.69,1,3,1
7.94E+17,Rental unit in Brooklyn · ★5.0 · 2 bedrooms · 2 beds · 1 bath,5001656,Monika,Brooklyn,Bedford-Stuyvesant,40.6827509,-73.9371218,Entire home/apt,210.00,30,7,29/08/23,0.67,1,138,7,No License,5,2,2,1
26842735,Rental unit in New York · ★4.75 · Studio · 2 beds · 1 bath,201868461,Coco,Manhattan,West Village,40.73395,-74.00721,Entire home/apt,126.00,30,216,28/08/23,3.26,1,162,29,No License,4.75,Studio,2,1
8.83E+17,Townhouse in Brooklyn · ★4.75 · 1 bedroom · 1 bed · 1 shared bath,54551863,Joshua,Brooklyn,Brownsville,40.67532014,-73.90680527,Private room,90.00,30,12,22/09/23,1.49,3,363,12,No License,4.75,1,1,1
7.39E+17,Guest suite in The Bronx · ★4.33 · 1 bedroom · 1 bed · 1 bath,424289139,Osias,Bronx,Co-op City,40.8609034,-73.8256177,Entire home/apt,99.00,30,6,03/01/23,0.44,2,364,0,No License,4.33,1,1,1
44432970,Place to stay in Queens · ★4.91 · 1 bedroom · 1 bed · 1 bath,165292438,Jose,Queens,East Elmhurst,40.76728,-73.875,Entire home/apt,73.00,30,198,02/12/23,4.74,1,259,68,No License,4.91,1,1,1
53260928,Townhouse in Brooklyn · ★4.93 · 4 bedrooms · 4 beds · 3 baths,62130666,Luis,Brooklyn,Williamsburg,40.71131,-73.94721,Entire home/apt,700.00,30,73,03/12/23,2.84,2,365,33,No License,4.93,4,4,3
8.93E+17,Rental unit in Brooklyn · ★4.81 · 1 bedroom · 1 bed · 1 bath,51913277,Andrada,Brooklyn,Sunset Park,40.65689,-74.00332,Private room,90.00,30,27,26/11/23,3.88,7,58,27,No License,4.81,1,1,1
